sensorId,IP_Address,Packet_Rate,Packet_Drop_Rate,Packet_Duplication_Rate,Data_Throughput,Signal_Strength,SNR,Battery_Level,Energy_Consumption_Rate,Number_of_Neighbors,Route_Request_Frequency,Route_Reply_Frequency,Data_Transmission_Frequency,Data_Reception_Frequency,Error_Rate,CPU_Usage,Memory_Usage,Bandwidth,Pinged_IP,Is_Malicious
9001,192.168.16.85,41.73448735,1.978960663,0.705614776,87.39518221,-46.75806049,20.70138305,62.56832581,5.356576533,4,11.79073515,9.482053092,12.65634339,11.09522642,0.094830443,41.90906102,26.97102766,110.4602262,42.235.155.98,0
9002,192.168.97.96,37.50493193,1.265630459,1.032311565,57.97797456,-43.65381584,21.91485114,86.17763295,6.286326263,6,10.6291586,10.87173045,13.9055337,15.67560844,0.094030613,26.06848113,30.43886941,115.0687948,192.168.1.2,0
9003,192.168.163.75,47.43848875,1.657426495,1.046859188,58.49515872,-45.47621041,18.37385771,77.29384721,8.265921588,7,5.895258473,10.33046656,12.60594744,18.21046117,0.070436505,22.46886309,38.17062107,68.44584277,67.11.80.217,0
9004,192.168.17.86,56.27712498,1.257771527,0.98360633,115.1705331,-49.05117609,32.54670538,95.20668231,7.083380707,1,10.60377956,11.192549,17.41441844,20.62246652,0.121865558,32.11115678,32.74748815,104.6855221,192.168.1.1,0
9005,192.168.199.100,66.43585605,2.027594153,1.142784951,98.81348109,-56.71660297,17.21753121,71.34420077,3.927017006,4,12.65276082,11.74064885,10.33320319,11.32399201,0.089052214,48.01447778,37.81228607,90.46188456,45.98.9.37,0
9006,192.168.190.251,38.98576388,2.064784016,1.130388521,81.30216668,-59.28755408,17.48600918,77.58708708,5.034417047,4,9.299769067,8.470027453,12.51732342,13.47148911,0.111590294,38.98967923,26.03819476,82.09056903,192.168.1.100,0
9007,192.168.39.212,50.89863398,1.759117655,0.926810216,77.17528411,-56.03445677,17.05416594,81.95181208,3.392745119,4,7.751792022,12.79978471,14.92290694,19.07680007,0.100521071,31.42066825,29.34602329,65.94936579,211.101.191.166,0
9008,192.168.144.9,72.80992623,0.755253019,1.446830996,126.3093447,-49.39225691,19.38815244,78.23490189,6.686383737,3,9.809695764,9.26253899,16.24330418,15.46654365,0.063012682,37.18231233,36.53132744,107.0464622,92.47.92.130,0
9009,192.168.87.118,38.13798886,2.052947506,1.074676008,136.0034775,-41.32392099,20.69794531,69.40944645,4.982873099,3,14.42554924,12.70607229,12.57730225,11.08440711,0.082673632,38.33415507,36.36270683,116.5102335,102.52.69.48,0
9010,192.168.151.75,60.96698257,1.009457767,0.828851985,79.60948266,-43.87196446,19.35133052,85.16803681,3.962368178,4,8.141869443,7.019550186,14.61669358,17.98337402,0.08621411,59.02780083,30.96397988,129.1457644,132.224.218.213,0
9011,192.168.41.217,53.48904346,1.868239118,0.908190031,69.81097722,-46.94835291,29.4660986,77.49978044,5.548101526,5,10.9079855,10.35597407,10.75119048,16.87702849,0.122742985,27.27652856,37.73981346,110.9450744,192.168.1.1,0
9012,192.168.161.67,53.89599397,1.09627771,0.49104382,64.908944,-47.06996559,27.75709466,73.18482535,4.731824816,5,8.740139062,9.134536954,18.01325122,12.23902119,0.115227822,33.02447295,34.91952884,91.12848686,185.250.137.168,0
9013,192.168.103.88,60.84795995,2.666257641,1.143563364,96.50701009,-49.34203761,18.56401464,71.63233497,5.491004471,3,9.598668967,10.7260485,14.5428873,15.38225993,0.083272272,27.62875286,32.54984424,130.2629397,190.44.12.218,0
9014,192.168.141.178,48.235521,3.048799099,1.13569185,97.91238326,-40.50150357,27.35788942,80.00127831,6.092316499,1,11.83464131,7.518306205,13.63387389,10.96827229,0.08309765,45.48897404,25.59779413,93.85310543,30.183.34.125,0
9015,192.168.76.87,60.19025726,4.099750728,1.011486312,59.95967443,-35.40133898,8.153555274,67.74603156,9.716272867,9,20.43618543,12.12474391,27.46528555,30.50706657,0.235103973,59.80971493,44.34639387,85.0899707,238.23.185.11,1
9016,192.168.69.121,68.71540399,1.126062378,1.072196291,104.8392351,-47.87518049,14.69125533,80.63081018,4.167084054,2,10.58626176,10.05261793,17.35740609,18.47551471,0.098323747,56.53060194,31.56982089,62.77439029,192.168.1.100,0
9017,192.168.86.220,62.69409486,1.995524502,1.207687541,118.0850265,-43.60384234,18.89358985,87.66169983,4.986896755,2,10.69196465,8.476323115,13.42573679,17.10960148,0.082115527,40.29418024,29.15157242,120.5145528,192.168.1.2,0
9018,192.168.184.78,50.91881027,1.537724592,1.131368073,54.79678379,-56.41720288,16.81825793,92.00778073,4.139090928,2,14.27856159,10.2406077,12.04339912,16.64478917,0.087918192,32.569109,23.60487127,100.5838434,230.192.103.29,0
9019,192.168.229.168,52.76281456,1.934284139,1.335983087,117.6765214,-52.15263134,18.8947611,98.22823678,3.590411586,5,12.58020301,9.491697693,16.18326499,6.733776876,0.138045928,36.70821855,22.95063608,113.6539054,10.0.0.5,0
9020,192.168.86.164,41.45929036,2.313063171,0.946320218,91.85416401,-47.64436787,18.10447602,58.68623842,5.449223476,4,7.611845311,11.62487806,11.9989785,10.70310375,0.105153149,41.14753472,28.15329228,79.40433137,10.0.0.5,0
9021,192.168.174.208,99.65016062,3.427012786,0.868270403,38.08684339,-33.52096733,11.54301049,65.83241333,8.660799884,8,16.97067927,12.87179733,28.96680451,24.01883678,0.166606883,67.03124125,45.53314883,82.83278856,59.220.18.137,1
9022,192.168.204.87,56.12084433,2.098899434,0.998863675,93.13199826,-58.45955249,21.35489759,82.2551609,2.722726071,5,8.93447096,10.71679572,13.1298101,14.69947443,0.084450312,31.48460059,36.15779415,123.083782,239.183.45.235,0
9023,192.168.213.0,63.00790681,2.810899479,1.026318862,127.3682293,-57.40758561,15.71720222,92.00739016,4.44608727,6,10.09853936,8.145430525,17.3806305,13.65585023,0.105386264,36.70942588,32.6086586,82.95840771,192.168.1.1,0
9024,192.168.16.84,43.26484177,1.641927626,1.085059609,91.1081077,-47.03838825,25.29471455,80.03323789,5.700166508,4,10.61706442,10.30359174,15.59046236,11.20060568,0.091629313,33.57842505,30.97618504,98.61455693,203.228.166.251,0
9025,192.168.161.161,62.04040528,1.919479599,1.108389069,100.7828562,-57.81420598,19.99219661,94.94854663,3.508023084,5,9.923775458,9.8084165,15.69879052,18.44611908,0.114436169,39.77666072,33.51216104,73.21650118,192.168.1.2,0
9026,192.168.27.238,63.78365431,2.094970164,1.593141448,107.6830309,-43.61072954,19.14902361,84.61885376,4.484263946,3,9.046585654,7.979768747,19.87487235,12.41133516,0.069895785,43.86271875,20.98221597,105.9757962,91.167.97.206,0
9027,192.168.253.34,65.2037641,1.357406634,1.55304862,117.5557076,-43.32422105,20.19028139,92.25507179,4.961558583,3,6.811888129,11.43710326,13.69410171,15.86038323,0.127667762,29.21897567,31.82433796,116.9938335,180.49.82.183,0
9028,192.168.254.117,30.50585189,2.079284648,0.94938663,100.4949675,-54.87096622,18.42428129,94.62341679,5.303592169,5,9.506797503,9.099719326,15.88642532,16.65515081,0.111539316,24.83975664,26.32973802,150.9450419,192.168.1.100,0
9029,192.168.62.124,59.81109322,1.705805522,0.903892071,88.37896561,-50.94582152,18.85905835,82.83287806,4.917714585,6,13.09075581,11.27534627,16.57276094,12.54456201,0.099481303,51.19057288,30.06117925,114.7306542,78.198.108.204,0
