sensorId,IP_Address,Packet_Rate,Packet_Drop_Rate,Packet_Duplication_Rate,Data_Throughput,Signal_Strength,SNR,Battery_Level,Energy_Consumption_Rate,Number_of_Neighbors,Route_Request_Frequency,Route_Reply_Frequency,Data_Transmission_Frequency,Data_Reception_Frequency,Error_Rate,CPU_Usage,Memory_Usage,Bandwidth,Pinged_IP,Is_Malicious
1001,192.168.136.57,63.23486244,3.854418832,1.155786979,43.50685998,-48.90575112,10.25719592,49.67671227,6.943620697,6,19.35210572,13.62662591,11.05306018,16.96040091,0.219931623,73.54084547,47.15210606,100.1128483,192.168.1.100,1
1002,192.168.188.176,63.86601135,3.709716537,0.640336771,46.57706489,-42.05498046,13.66640631,51.12139973,11.65434857,4,18.54293785,7.317146496,20.71752715,22.82327069,0.1714057,56.95173957,35.50406509,73.66579653,2.108.224.122,1
1003,192.168.118.90,52.12351913,3.280157215,0.973699573,102.7395891,-48.18513633,27.26856172,72.42770129,3.153813763,6,8.518191004,8.89587868,18.45672164,17.37974137,0.099549646,43.7994315,23.99788131,92.897568,76.134.187.150,0
1004,192.168.145.65,44.77191075,2.373881615,1.329330251,130.1655628,-49.5311409,26.52999603,65.09041846,2.686836653,0,9.016190885,7.411114851,8.163882513,15.1910096,0.084693494,41.44148692,30.48001692,128.8594925,195.137.102.0,0
1005,192.168.173.205,34.62884654,1.433418053,0.841801547,100.268932,-43.60171849,18.12638843,67.29622594,4.160892851,5,11.27910483,10.39375695,15.87528638,16.09082407,0.046874104,42.16860245,25.95991308,86.21564834,251.253.106.126,0
1006,192.168.199.111,51.72959145,2.263870291,1.121710577,125.1168836,-45.11601112,13.503669,79.50459777,2.162579226,6,7.740349003,11.14417334,16.00200101,12.91089225,0.103064806,58.02652916,25.68168073,107.6320026,192.168.1.1,0
1007,192.168.74.175,44.49903561,2.591968133,1.348940341,85.1125419,-50.16007036,25.33669098,67.10255771,4.320432638,6,10.27630298,9.931876255,15.44031938,16.1474915,0.075608554,34.93950552,24.51823033,107.0918245,214.155.84.62,0
1008,192.168.78.78,43.20192804,2.137602783,1.286570081,116.5263829,-52.3918283,22.32713536,84.00024077,4.474416691,4,8.619324461,12.52146893,14.16449366,15.0161661,0.051600995,36.25210084,29.9585259,103.9130117,192.168.1.2,0
1009,192.168.52.91,51.4874156,1.794194557,0.772708057,87.35601234,-48.87807476,14.09077399,70.43768923,5.131146686,6,9.847027599,9.860526069,15.6650751,19.53944286,0.101992486,51.73648997,28.51502775,103.8076708,168.245.189.235,0
1010,192.168.225.22,50.73405386,1.864246539,1.288456779,127.4455196,-50.02961811,16.86644028,65.57051577,7.031930797,4,5.104247113,10.11806463,18.80500948,12.83399114,0.13252896,46.94839423,29.55777099,107.5933396,43.92.243.88,0
1011,192.168.212.99,51.38124526,2.543152919,1.40998316,120.5581859,-45.31083542,15.49395411,85.04154786,7.53119453,5,6.874187603,14.05750847,12.16513476,13.24220413,0.086082567,28.47462141,27.22825963,76.29006082,175.186.35.130,0
1012,192.168.48.134,61.4803987,2.160248425,1.12554466,129.6203234,-53.84252062,17.74450589,81.54019396,6.546115414,3,12.14279981,13.6892763,11.77203131,16.01894094,0.120200951,31.07219586,30.58150277,101.1927871,192.168.1.1,0
1013,192.168.92.111,29.93301214,2.359236528,0.998533889,72.51739086,-50.21285519,29.01955511,84.5096197,4.281486991,5,12.98635577,6.548372916,14.71845748,14.53033622,0.098266423,39.15781183,33.81462551,80.9142682,84.35.165.212,0
1014,192.168.219.153,42.87285569,2.061465367,0.918419603,74.08893346,-59.91467365,14.4239286,58.6837298,6.274576301,3,10.29123171,11.07445861,16.79580887,9.430847392,0.095855282,46.21677665,22.69404785,116.8430199,0.98.65.252,0
1015,192.168.126.136,40.9928144,1.195610319,0.717579089,91.36297303,-50.71267601,19.72358317,104.1730435,5.609698954,4,10.60477999,9.899203174,15.20502087,14.73341662,0.081754148,58.10989577,26.30151713,72.19539193,80.11.139.75,0
1016,192.168.113.221,45.08402491,1.826911921,0.868551966,125.790927,-51.0252829,22.00481439,78.97683062,5.640082051,2,11.9519591,10.41589739,14.15380417,16.76187981,0.112993662,59.4234296,29.15203064,92.23855879,69.151.113.125,0
1017,192.168.210.110,42.06159659,2.004399784,1.184282867,80.33494011,-45.2187029,17.35218967,68.90061667,5.661803974,4,7.136015447,7.17554762,15.11558541,16.09373562,0.079653755,47.95985679,23.53946331,103.3695327,121.77.232.66,0
1018,192.168.203.112,72.88306136,2.38233293,0.940019548,88.82660034,-54.05860134,29.32523917,84.38830712,5.447002215,6,9.357315915,10.33696043,11.16755658,14.56069152,0.087626326,37.29388878,36.61848667,133.4741798,253.117.196.72,0
1019,192.168.80.29,36.40516718,1.521190592,1.031777932,110.1969721,-46.83694042,18.91800202,88.45565898,2.100213765,9,8.270684835,7.990686634,11.97453818,10.4990255,0.105087706,50.21881643,40.68752924,107.0704011,180.16.78.161,0
1020,192.168.194.130,54.9119044,1.055276236,1.399485027,92.43122793,-48.09821434,21.81629676,78.38171379,6.550541883,5,7.579817023,10.83246302,14.24407285,17.19001936,0.159432626,38.30289274,28.24481643,70.72102939,166.56.60.99,0
1021,192.168.203.210,38.86666217,1.824935869,1.007294476,149.4334784,-49.88398951,20.70502667,85.63762951,6.13391282,2,10.88319777,8.630846747,13.76121959,20.76257305,0.115594596,45.94297376,33.43717412,111.9979203,12.198.37.163,0
1022,192.168.16.133,56.00371772,2.077321219,0.854896457,105.9097466,-50.74109289,25.57222769,89.52902245,5.274181838,3,9.790633955,12.43311588,18.8463991,15.48966441,0.117654147,30.14749314,38.26723724,98.61811215,77.53.66.23,0
1023,192.168.126.142,45.96939584,2.345268111,1.428366017,93.08104792,-47.53870281,18.06391159,62.48119105,6.284546014,3,10.10130592,8.05728757,15.84359843,15.18595897,0.112740328,52.59440761,27.8304123,87.50497393,192.168.1.100,0
1024,192.168.217.23,58.0074845,2.378622686,0.759996519,152.34975,-54.21922685,18.02404416,78.67603679,5.630745936,4,9.043767855,10.12763865,13.75233248,7.428918556,0.121634397,39.93750109,37.90728402,88.70930098,63.80.231.92,0
1025,192.168.239.203,62.01183168,1.720863176,1.030694067,74.78397659,-64.9465371,17.25065243,79.62923299,5.157819797,3,13.5005787,9.579437278,12.00509132,13.72660384,0.122409389,22.82398187,23.40021709,83.5201326,63.35.126.66,0
1026,192.168.53.221,66.55238615,1.456187679,0.726510263,88.85622087,-51.11639227,18.89724787,79.07869666,5.036107,3,7.652390097,5.227892,15.21843939,10.37331339,0.102552649,24.29795619,39.2739031,76.97504533,54.235.11.51,0
1027,192.168.204.29,61.90087695,1.925011353,1.29415523,92.96870788,-50.91520318,27.06383957,69.83060445,4.296659578,3,10.31535943,9.970960274,17.95867427,14.33688458,0.094669201,33.32658105,23.52939699,80.99423836,169.17.194.146,0
1028,192.168.175.238,55.26723992,2.352035358,0.995228874,86.38815584,-51.68659909,17.22834384,76.73434456,5.419408046,2,9.915165997,6.506481711,12.97166514,12.55163342,0.099401025,48.09907163,30.4281703,111.085224,146.176.151.53,0
1029,192.168.240.194,56.52075529,2.257201458,0.734159995,81.32153136,-46.10087039,19.07486066,79.62082594,4.645855312,6,13.79383224,7.524079446,16.19584528,13.13971421,0.106346285,48.59354567,31.64978209,85.33003581,188.255.221.125,0
1030,192.168.160.248,39.51035771,1.661164668,1.286289771,91.08124508,-50.16967797,21.12887862,92.01058212,7.424273878,3,12.40252278,11.13315916,13.56454425,10.00248182,0.077828872,38.40683822,27.20988705,125.7308061,151.181.245.129,0
1031,192.168.16.144,58.30978006,2.185807634,1.302866562,93.49090877,-46.9469032,21.37508872,99.97705173,5.128021174,6,9.57388615,9.469434777,22.08510954,10.67101364,0.089740618,24.9967969,24.83037577,109.0082595,68.2.68.81,0
1032,192.168.110.133,64.19548826,2.571413549,1.187543732,62.45864785,-54.54708783,20.57518237,61.9765568,4.566518018,3,7.481773288,9.192562518,16.11573669,16.99543195,0.105773746,58.70454032,27.96460793,97.01700835,224.152.113.48,0
1033,192.168.165.107,58.59715419,1.162498933,1.211570142,102.7529005,-48.09773796,29.92000486,90.95925208,5.164126922,2,7.449046872,7.939610247,18.30577562,16.00078148,0.095824068,30.71039587,27.06109888,83.73050249,163.140.132.41,0
1034,192.168.173.159,25.43829335,2.278217014,1.288660501,100.2236208,-50.01423927,21.10382038,87.08090616,6.125303987,5,10.70226642,9.343558827,15.21616179,9.846807136,0.090223513,31.47136196,29.16948288,85.81597913,241.168.239.33,0
1035,192.168.117.93,39.36893337,1.717447465,0.890526213,100.4166078,-54.06271603,12.27043494,76.24590297,4.421124044,1,14.01414051,12.43291619,13.07941098,18.03248207,0.077324641,49.59646432,30.16794511,98.7850293,144.93.160.79,0
1036,192.168.223.219,64.70599442,1.778500328,0.714657444,98.96959206,-50.20040381,11.95063423,92.36085421,4.678644045,5,10.14637139,12.15710311,14.50426912,16.19267901,0.10914396,22.6422222,19.05868041,100.0739472,26.250.206.5,0
1037,192.168.170.216,45.95113011,2.465683688,1.315499505,80.67891446,-52.74751953,19.79979083,87.29977519,5.868621293,3,9.778968717,7.002278102,12.4786014,18.07249946,0.117336269,46.58412685,23.72929838,117.7771718,200.25.169.50,0
1038,192.168.84.32,54.04785993,2.891098511,0.934886629,99.12832226,-53.31492404,21.08713765,85.95052542,6.661344929,3,9.700457186,10.10078933,9.372156519,16.56236807,0.100931361,41.62499125,33.22395632,108.9385593,165.222.148.255,0
1039,192.168.148.64,44.71134099,2.673203511,0.849224254,49.30107412,-47.79784083,24.28474589,71.86613432,6.005124234,6,10.16234743,13.12033482,13.76528183,17.06340983,0.132980278,42.25828775,27.13698522,84.45802368,117.75.12.151,0
1040,192.168.165.114,55.08380394,2.220583426,1.187968628,133.1973459,-43.888536,9.51521924,89.34321555,3.515455498,4,11.53937001,9.352506331,17.03908817,15.64277632,0.103223176,55.83217808,25.80818245,72.30808331,21.133.85.123,0
1041,192.168.18.48,51.70313351,1.989627769,1.010631811,83.4107129,-43.03640762,23.1322869,82.0747087,5.475839851,2,8.793391944,7.33575049,16.72351237,12.95007127,0.110562775,31.07278858,28.80707373,97.73060353,249.139.12.243,0
1042,192.168.123.97,64.19994299,3.708994845,0.880533315,69.49294957,-38.43824521,10.31711848,59.7604049,7.154584407,2,13.65143225,16.92720229,33.00692752,24.2165257,0.242378173,64.17382708,38.68473852,77.56926355,192.168.1.2,1
1043,192.168.24.150,37.07285946,2.284221639,0.683565206,97.60009881,-56.84247838,23.39854723,80.59025168,6.781446654,5,11.37010509,9.770341581,15.51165112,16.42939151,0.090950163,44.5601814,26.5814925,74.92409431,152.254.127.57,0
1044,192.168.136.177,55.72879399,2.028541594,1.052260284,137.9361906,-54.83441844,26.75474431,81.93173496,4.651295454,5,11.03731444,7.762135369,17.38926893,17.838229,0.096965564,26.36041358,25.39639768,111.3814265,46.97.139.61,0
1045,192.168.150.66,56.31596752,2.400356687,1.069009678,87.11879807,-41.11851861,29.20498388,82.45528489,4.238867296,2,7.904410339,11.88283157,14.94134744,13.2711778,0.107542281,38.73130065,33.42371498,112.638735,10.0.0.5,0
1046,192.168.140.34,50.505369,2.475666217,0.875862302,118.9973636,-50.20370431,13.97721778,90.85728653,5.290045035,4,12.00699055,7.819138898,10.41488201,17.97346495,0.062364171,56.54295475,16.76953826,136.8312906,221.22.240.121,0
1047,192.168.76.143,46.98324306,2.328194118,0.6994676,119.4736334,-57.25774035,28.12894171,77.0898181,6.170625201,7,12.95331273,10.08712904,14.33035811,10.71800494,0.106459737,28.15164981,29.90493166,134.0359551,106.227.62.29,0
1048,192.168.190.47,38.5206574,1.803913447,0.884471166,174.7402439,-54.98044688,24.71735168,94.20762799,5.246665696,6,10.69711394,10.92864523,16.03475247,12.61270856,0.088909651,48.48773568,23.80502639,101.797423,65.17.118.186,0
1049,192.168.65.195,46.0682321,2.335154335,1.167118326,130.7355838,-47.64983272,17.77877833,89.82845665,2.423559657,1,7.786313294,13.04510812,12.61711088,9.622760832,0.10844849,30.76696267,33.65328626,108.95687,235.165.29.154,0
1050,192.168.124.199,50.68451619,2.017481724,0.848484796,122.7334305,-56.98137595,23.82848166,90.10475739,5.968758657,9,8.376489448,9.569691646,21.9848402,23.51597048,0.115775197,43.24051575,29.18235861,79.73527987,137.229.13.143,0
1051,192.168.204.30,52.11650723,1.091030511,1.327619568,108.7873764,-50.77417048,25.86946877,79.76827524,4.559042337,3,8.535427226,10.32824765,12.87603707,15.9437847,0.129004563,40.48673932,28.8095854,96.00539859,228.207.189.155,0
1052,192.168.157.96,32.41152083,1.152301267,0.665539297,109.4266674,-46.88959527,13.69468611,78.89148275,4.300370069,6,6.373927514,12.90531617,12.11305959,12.95302056,0.101481485,32.8135679,34.64013932,120.4292158,148.105.178.126,0
1053,192.168.63.160,26.18967563,2.294677389,1.026576843,102.6822213,-50.71847533,17.07794249,70.8455282,4.532232339,2,6.799992529,14.01509892,11.08183487,20.09230809,0.09375023,51.02455115,37.0750832,88.5103998,0.7.175.49,0
1054,192.168.51.131,62.20229778,5.107215537,1.205169498,59.88353026,-50.52996949,8.487671631,54.86836383,9.460704154,4,16.83178883,14.98143176,27.93369634,25.58005771,0.16903954,59.76082761,40.9162409,88.5344292,200.132.92.10,1
1055,192.168.85.1,65.8266823,2.242722328,1.032915374,80.14545036,-54.7827757,23.22591193,95.80855278,5.817853535,1,6.043699496,7.042278913,14.90164865,16.59027081,0.111312247,44.00989872,33.88082545,107.9654126,192.168.1.2,0
1056,192.168.228.115,43.62666421,2.048263199,1.092746091,61.74761573,-55.615141,24.13491674,84.59937056,4.060877354,2,11.90750896,10.36300237,17.70564892,16.04982768,0.103153976,29.50274682,35.40802861,78.45843355,76.98.50.10,0
1057,192.168.108.172,55.83280763,1.557632114,0.689216839,87.95396304,-40.22397163,16.06755272,92.35731596,5.763737874,2,11.88248218,10.70466956,17.3374991,11.26254825,0.08514993,40.7082914,20.8625049,91.99828574,2.93.92.206,0
1058,192.168.4.211,50.85396839,1.836046976,1.175724435,86.67067734,-46.97477105,19.70394831,61.50193827,5.084623437,5,8.333805586,9.444836754,11.46459689,15.06511304,0.102530913,38.1371664,33.08455757,83.60757531,233.84.134.126,0
1059,192.168.230.17,49.40810727,1.696905738,1.014495231,87.21153013,-53.30526591,15.80317406,66.18382126,4.67357693,7,10.70100204,9.326908199,18.27001815,15.34658751,0.110687747,35.45916177,17.49652859,98.10456662,192.168.1.1,0
1060,192.168.89.159,48.30291565,1.977275134,0.818461978,135.2141207,-48.55956427,27.12390078,88.93756408,3.766046551,4,12.14135835,10.23095848,15.00336787,16.10337486,0.102787088,31.91982816,25.33183012,132.3895337,1.138.141.14,0
1061,192.168.255.159,53.28833344,1.986532891,0.964521196,79.89793673,-47.82965394,24.01495734,69.72031147,6.146518135,4,7.774247859,9.873674263,18.71467394,15.0011949,0.091995873,22.24101579,21.54599918,92.33149625,10.0.0.5,0
1062,192.168.122.195,39.49293409,2.259178394,0.841707688,127.8600717,-47.34800546,14.72660098,84.5014879,5.539970634,5,10.64587644,12.82787748,15.4968692,6.270308416,0.097268347,36.51236029,34.5024058,136.2607613,0.82.48.206,0
