sensorId,IP_Address,Packet_Rate,Packet_Drop_Rate,Packet_Duplication_Rate,Data_Throughput,Signal_Strength,SNR,Battery_Level,Energy_Consumption_Rate,Number_of_Neighbors,Route_Request_Frequency,Route_Reply_Frequency,Data_Transmission_Frequency,Data_Reception_Frequency,Error_Rate,CPU_Usage,Memory_Usage,Bandwidth,Pinged_IP,Is_Malicious
2001,192.168.82.177,53.54171755,1.816054159,0.77818078,121.4172002,-57.08668062,22.0504459,57.44837814,4.717366387,5,11.05867259,11.68913775,19.35235393,16.83218869,0.126802705,48.9816363,32.95517492,111.6004665,24.117.65.120,0
2002,192.168.56.228,60.74011956,2.179953197,1.19905595,90.43909268,-53.85283326,21.73819138,81.99292483,5.411779444,6,11.45275806,11.04248296,19.23194325,18.84129805,0.098322462,38.96291441,39.24780166,88.13317071,47.98.201.114,0
2003,192.168.203.53,38.34736033,1.888780686,1.124423481,117.5945243,-47.29074979,20.52560452,67.05936167,4.26291638,7,9.960263656,11.78196484,13.68887704,19.91928955,0.126691773,38.81900896,25.25425192,142.7007693,79.153.52.55,0
2004,192.168.110.60,76.43105633,3.367559797,0.616738969,50.26792672,-40.90514805,1.257099489,53.60164966,8.09829998,6,9.88074358,16.0889826,26.82983807,21.29572652,0.230085884,64.27209789,45.18247306,88.73063722,86.155.178.249,1
2005,192.168.61.23,56.97698891,0.96714904,0.751741167,97.66998752,-49.35639002,14.47383449,75.1807105,4.803741117,7,12.40247227,9.213148893,13.25054449,15.13965948,0.136976752,47.95491157,26.08075538,105.9979853,185.153.93.177,0
2006,192.168.104.86,92.48157999,4.36753375,1.002082567,69.2373758,-36.9904197,10.71087359,40.45606619,5.574178646,4,22.38105132,18.09046858,24.06131705,15.75468791,0.182119566,62.89511318,40.10593308,80.77044284,10.0.0.5,1
2007,192.168.150.25,54.23730838,1.758292455,0.918660328,55.9950748,-44.59652491,18.71285316,82.44456864,6.338672426,5,13.15196181,7.357003217,11.6066967,15.69361227,0.089789634,43.48647376,26.65470054,68.28706682,241.182.185.176,0
2008,192.168.42.50,47.25445745,2.179500319,1.216006392,128.6214454,-59.33923198,22.66932669,76.70506914,6.102717746,7,9.084367759,10.03843612,16.88423802,15.44570883,0.121150733,21.08709231,25.43006465,116.944612,197.99.241.8,0
2009,192.168.199.173,65.93975466,1.712004188,0.905799581,123.4745201,-46.58805689,16.31158627,80.18504112,6.83613594,7,7.412033432,8.519606747,16.65830965,15.74221243,0.065427771,29.87223484,28.03741036,76.95811364,21.31.207.170,0
2010,192.168.75.218,50.81809591,1.91661436,1.075569404,70.29899156,-47.41491234,20.23926856,75.6094305,3.459834376,4,9.313870719,9.648680718,18.43567678,19.88988213,0.134740583,51.47292171,29.57045978,85.74327388,224.103.136.240,0
2011,192.168.141.160,83.30553017,2.557964896,0.773412262,64.98317107,-39.43453159,-3.145707221,56.84922115,11.57723758,7,12.04463197,14.80184274,25.32316702,19.80385656,0.195654004,46.09498333,37.44081703,92.57520674,200.153.254.236,1
2012,192.168.43.100,48.53865063,2.074558681,1.351081888,84.19429401,-59.57190307,24.80684938,71.27431425,4.492830902,7,12.33171149,9.819736882,14.64811779,16.04072932,0.07377482,42.54485386,32.87904809,86.17574162,110.94.147.64,0
2013,192.168.48.185,33.93587414,2.23126174,0.990867679,96.65702682,-42.57896007,24.79482837,97.7418022,4.543820119,3,12.46955899,9.214878933,19.74795093,16.89046564,0.089062901,44.08585475,36.35386048,60.42957972,157.248.41.88,0
2014,192.168.134.175,55.37885468,2.059226811,1.076208636,126.7078162,-49.00922624,17.32500141,91.67147191,4.60751079,1,11.73524921,10.21259523,19.61116574,11.33057164,0.11916821,56.94129864,39.70701804,101.5944825,253.76.169.195,0
2015,192.168.172.8,53.99628981,2.560502916,0.813117501,96.51074078,-47.18471638,8.950529733,71.37511242,3.89795869,4,9.371970135,8.894372499,13.20412581,16.43572564,0.079038892,41.29120505,36.17947768,74.02981104,212.178.252.110,0
2016,192.168.193.58,39.36655745,1.757833702,0.725178036,86.34225039,-54.82622999,24.63278829,82.63792614,4.471016382,8,10.30092194,10.87519228,15.54023166,14.10702073,0.122476947,31.62873292,28.26360165,101.9255396,2.43.178.13,0
2017,192.168.128.28,55.14732609,2.321636858,1.111704887,92.64072265,-55.9914316,16.74264433,73.04253354,3.758849894,4,9.229106603,9.175100196,14.47884578,14.94875265,0.097365663,50.99159457,38.54667583,109.8624876,192.168.1.100,0
2018,192.168.205.238,36.59876039,2.022435245,0.773282645,90.34967606,-44.19528827,20.62742002,76.48491396,4.587159155,1,9.074903056,7.914179763,13.93252709,19.03539809,0.120136554,46.36107044,31.93576465,69.68362399,20.128.187.44,0
2019,192.168.141.108,47.41761606,2.141402313,0.578538855,128.8038771,-51.51701128,26.24922858,63.27736704,5.905864374,6,9.610549375,7.450613327,11.04062869,17.75097752,0.111860188,36.6783282,30.87155013,93.38053389,20.193.147.77,0
2020,192.168.250.174,47.20491328,1.746589011,0.637981475,105.9947181,-46.7899895,19.94936608,93.02440011,4.750372882,3,10.65035505,6.320239785,14.96829996,13.53817615,0.104422106,22.24524505,30.0437394,110.1093486,23.133.200.88,0
2021,192.168.105.158,31.91621357,2.014426651,1.027472515,134.5480813,-49.63849243,27.18060817,90.27179407,4.190585099,1,7.383660696,8.578226883,18.89356036,15.01864488,0.103649452,57.45445458,25.16549524,127.8604266,32.12.98.125,0
