sensorId,IP_Address,Packet_Rate,Packet_Drop_Rate,Packet_Duplication_Rate,Data_Throughput,Signal_Strength,SNR,Battery_Level,Energy_Consumption_Rate,Number_of_Neighbors,Route_Request_Frequency,Route_Reply_Frequency,Data_Transmission_Frequency,Data_Reception_Frequency,Error_Rate,CPU_Usage,Memory_Usage,Bandwidth,Pinged_IP,Is_Malicious
6001,192.168.48.186,51.19149127,1.321176006,0.978363131,83.0492218,-42.01852658,25.36215418,69.31429975,4.577113123,8,10.52128564,6.299659573,15.71675052,7.804097698,0.111706675,55.28306969,34.51770319,106.3513058,129.176.155.220,0
6002,192.168.220.166,43.80595764,1.639728184,0.755157993,88.44479591,-55.08556314,11.05855681,94.69492255,5.157845553,5,11.21761823,10.39184242,15.97676988,18.11116379,0.125833011,45.75386007,31.34539961,94.56203376,10.0.0.5,0
6003,192.168.172.107,84.78633109,3.195638472,1.035849197,47.13278614,-31.08556396,9.785124801,52.05029238,10.15505809,3,18.02008969,10.04191559,20.68052606,19.19791394,0.151496892,57.87655157,39.60234704,67.60766044,182.12.242.54,1
6004,192.168.23.225,44.66797598,1.666683717,1.048676534,103.5236655,-50.87582773,16.08157833,73.43678099,6.486911256,2,13.54396088,9.327704068,13.2026107,16.24647414,0.081625795,47.48720805,32.45418575,90.09628791,37.103.112.9,0
6005,192.168.100.93,48.1803212,1.145642678,0.834329912,91.37609971,-39.75297405,11.15369151,74.99991045,3.598113662,1,5.151820287,15.12253813,9.621295375,10.81451027,0.111886541,52.15590224,28.98355521,86.67811712,42.184.121.125,0
6006,192.168.52.200,60.31617408,1.623500243,1.434705019,95.19323918,-47.10156693,19.39696551,74.08860306,5.533374663,2,10.48670401,10.01285042,16.21272355,13.20341366,0.11098308,29.61167708,24.64072967,95.09187559,192.168.1.2,0
6007,192.168.16.71,44.98134861,2.01469186,1.245669986,65.16287664,-42.66895281,17.99911068,91.01531468,5.31405235,3,13.78160929,10.13344855,12.25843752,16.13193946,0.077201452,41.78366703,28.30248489,90.1142549,63.234.225.28,0
6008,192.168.231.195,74.13734557,2.556794211,0.864514248,85.56433856,-44.70573455,18.36477517,87.94206955,5.38676875,3,12.23549418,8.570596758,10.80132415,12.24458059,0.144921654,18.20676471,28.1487499,128.9316092,254.97.213.70,0
6009,192.168.214.182,59.55569619,2.803373689,0.816064689,90.64643824,-57.64270617,16.47023508,94.69998363,5.137619313,5,12.99902658,9.85923735,15.5963889,16.49221154,0.1536807,51.56790881,22.17146295,114.9428289,247.156.126.140,0
6010,192.168.186.99,61.04833322,2.14470324,1.177848617,81.50052646,-50.55059378,14.10849567,80.00081063,4.698742367,2,9.250031298,10.9091033,14.5845713,16.86862041,0.125562451,51.88866398,32.52717536,87.13219277,179.15.64.94,0
6011,192.168.244.22,46.77830573,2.500947878,1.109268539,119.0258596,-48.02925513,23.49963127,78.34621845,5.958684722,8,9.547722156,6.45408744,11.80997245,17.74731147,0.082870407,38.84555949,24.98238193,117.3784906,98.160.42.34,0
6012,192.168.235.34,71.83816384,2.22204054,0.925435365,82.92939711,-46.62268834,22.11892923,71.13095137,4.370479042,7,7.076549065,8.624524172,17.82561613,19.14268052,0.045623106,34.62306567,24.15739631,129.2262777,247.172.129.94,0
6013,192.168.251.89,23.94276329,1.84694885,1.264184507,75.63523959,-50.35982373,27.85027635,66.44493089,5.060163807,7,11.33150915,11.46325408,17.46500516,14.3724005,0.120483756,48.22396733,27.68093378,127.000818,36.203.64.163,0
6014,192.168.174.210,52.80680634,2.340846464,1.280182523,82.81537706,-67.89597895,16.58579874,83.16238994,6.300205908,2,8.482408127,7.601546083,9.34455969,16.32862975,0.088391882,34.86541745,38.53293386,98.79524948,108.157.239.212,0
6015,192.168.167.51,56.98340681,2.097166113,1.078587303,82.33208595,-53.3178632,21.71466065,83.75005296,5.108121803,4,11.79476537,11.83493313,13.09860556,13.7660453,0.125933868,30.94856671,39.06161697,111.3105298,191.168.209.44,0
6016,192.168.130.250,46.84801327,1.63569978,1.051621925,93.11843988,-44.88257221,12.82372028,78.91896378,4.687502891,4,10.16656485,11.31934471,16.11854948,20.13132991,0.103344322,46.31346852,24.06715235,86.57948348,26.216.69.36,0
6017,192.168.203.205,47.59154168,1.692488311,0.747442667,53.08049549,-49.38599886,30.43442076,80.86836811,6.830819692,8,8.673362274,9.033811801,13.36454043,10.74303971,0.116159751,38.82767228,28.43168416,105.0156607,231.239.217.133,0
6018,192.168.186.3,46.29121633,2.922204222,0.937405659,144.7256212,-55.18782527,19.20037014,63.98553339,4.109855108,4,8.445521047,8.895121988,16.06957217,12.48009224,0.070105194,31.29615821,33.00193781,94.68603585,192.168.1.1,0
6019,192.168.9.240,42.53385807,3.21658389,1.046182156,70.38955716,-60.04792795,21.22048257,75.77269868,6.460691129,4,10.88600435,10.27153199,11.8026904,6.276501664,0.110751884,38.7139047,35.77461957,117.2819964,51.173.25.142,0
6020,192.168.80.173,34.38617801,1.97912878,1.143477056,98.14552525,-51.60395141,13.73594515,76.54189043,4.437119031,9,11.69878602,13.32276163,15.85987492,13.40556077,0.088111914,43.34167406,36.89227641,110.1165555,153.2.5.17,0
6021,192.168.232.104,70.00879272,2.819212771,0.962445149,84.89674987,-46.82552179,24.0634045,108.8921824,5.701435587,6,8.481892714,10.63712216,18.35022915,19.09403094,0.118993974,46.66415652,28.29042615,129.8807056,140.94.139.48,0
6022,192.168.155.138,70.30957466,0.760770392,1.024795442,91.28853869,-45.57271052,33.25106832,99.35117832,3.731778216,8,11.17586833,10.37137247,16.82190264,16.54602414,0.09450111,40.7025767,26.2717267,130.3995483,169.69.198.33,0
6023,192.168.59.135,55.09862853,3.519393659,1.030229172,52.93549495,-39.71986915,9.019766334,55.26965883,5.346069444,4,18.2650875,14.60362532,14.72433261,16.84731537,0.19746419,52.35135128,36.89844071,78.26889711,239.32.241.239,1
6024,192.168.97.61,56.22421458,2.057508867,1.193963791,144.0180867,-41.45789883,17.68554355,91.52533285,4.879326829,4,9.806258999,8.186196447,7.665590723,18.08009056,0.097186141,33.99099322,34.58590407,112.5152191,107.244.238.110,0
6025,192.168.109.165,61.18501074,1.646208478,1.209035364,89.67758556,-41.56292809,21.41610926,92.25856598,4.006276654,4,9.477778665,10.53339867,18.15807726,13.92372868,0.103686371,25.7620319,32.0322571,117.7238909,192.168.1.100,0
6026,192.168.155.204,58.99793884,2.180904164,1.342569848,116.0807364,-49.33574774,7.529213216,72.18277183,3.16265254,6,10.77377204,8.750981735,15.24463672,14.2612914,0.120142834,49.78766945,25.0516823,139.078552,194.2.98.184,0
6027,192.168.205.9,56.09650514,1.582618835,0.890059013,76.94670649,-41.98597963,19.36739578,78.74246924,3.536904799,6,11.86042577,6.728222372,16.869814,20.31191524,0.134458802,39.54941233,25.37499068,111.8188722,10.0.0.5,0
6028,192.168.56.132,28.13424624,1.134866814,0.885405761,91.64087464,-53.06723155,21.87708797,91.6641173,4.691077395,9,7.666419248,11.55914736,14.56617292,17.13380575,0.089959798,51.52377262,38.32254178,117.8606668,242.211.203.129,0
6029,192.168.108.7,45.59717598,1.758397084,1.208477884,74.04587896,-52.05745254,15.38218843,76.2172176,3.755047418,6,11.04005089,12.65142507,13.89675282,14.66523766,0.109440259,58.10294373,26.38786746,77.41911929,217.153.169.9,0
6030,192.168.224.149,33.69797419,1.912622576,0.764877127,107.0290663,-45.60194146,14.92271673,63.42019891,7.183746974,6,9.621798029,10.49660166,13.08420108,18.86568588,0.108920085,32.44902591,20.06470827,82.66550153,67.228.172.135,0
6031,192.168.138.180,56.21488665,0.95591538,1.219516024,98.96466219,-57.89464889,19.94293921,99.6484791,6.616101877,8,11.7880245,9.284571705,17.90611269,14.22143282,0.078904765,31.28821995,22.67952508,99.34064133,192.168.1.1,0
6032,192.168.193.248,55.03088325,1.824642178,1.251928833,114.4001902,-39.51525559,26.40821603,70.39935048,6.437853717,3,10.67316307,10.84530677,16.09080857,14.91393177,0.100355447,46.80432974,26.21917094,97.34367453,202.86.63.22,0
6033,192.168.229.78,39.61616745,2.045829264,0.837276407,59.60217881,-42.97501216,22.65754589,75.24699671,5.67383571,6,9.962248527,7.6531313,10.25391071,14.9068162,0.093531147,25.79935308,36.23065496,129.354101,161.77.118.42,0
6034,192.168.233.222,49.17168276,2.030241769,1.099919317,114.2473906,-53.37138619,24.8907063,62.25868811,3.793322845,6,11.65912508,6.486891771,14.345623,13.72903415,0.112795111,40.28707639,37.05705253,80.44031212,192.168.1.2,0
6035,192.168.61.186,57.13415088,1.562044665,0.766301259,109.0248802,-49.46924883,18.9380794,65.20166145,4.730044942,0,10.39125803,8.810577509,18.21540926,15.52677152,0.059767804,38.38949488,22.12362476,95.47952726,231.45.154.245,0
6036,192.168.249.86,56.94062129,2.221545513,1.022155369,108.8822236,-49.83523741,35.64923773,74.66521322,4.102609042,2,11.16264166,8.820573042,13.05003365,15.12884484,0.104688295,39.49557501,32.28460397,72.58674204,192.168.1.2,0
6037,192.168.47.59,59.16754385,2.048104767,0.872423666,97.29584603,-40.22249791,22.80793565,56.83716122,5.139639645,5,12.9174757,9.311827746,7.728589745,18.04394005,0.07710409,50.83692096,33.14026031,100.7692996,231.25.86.81,0
6038,192.168.152.26,48.54044149,2.703331617,1.129074437,135.5737418,-52.54074742,31.77231217,84.82172132,4.835575751,2,6.531035796,10.86881576,17.67969667,12.21095557,0.116648984,44.23385006,29.62140498,137.8205364,196.46.136.52,0
6039,192.168.164.147,46.75925975,1.748051834,1.206761405,104.9063627,-50.14888222,18.47377071,79.86096425,4.874127545,5,10.78320635,6.945051891,16.8809927,14.4022518,0.075716448,30.38614296,25.87544767,84.33107093,69.139.221.69,0
6040,192.168.124.41,58.04531771,2.683857347,0.956637039,57.6547106,-50.11049345,26.02374657,85.9181761,5.166273502,8,6.226766092,7.831213061,12.26700142,12.32565112,0.125556798,38.42220131,30.63985585,85.08255111,30.10.52.115,0
6041,192.168.165.5,40.19766954,1.922007995,1.106816548,105.1424075,-51.47493254,19.56301967,101.6494458,5.785810268,6,8.843008307,10.39806389,12.2350192,14.24390237,0.100975303,42.36656399,28.77866085,83.57831824,126.62.71.34,0
6042,192.168.164.40,48.52337331,0.708189351,1.231120525,83.65735402,-49.44423758,21.10931212,73.09549357,4.050723941,4,10.84784856,7.306768909,16.44653609,16.34603478,0.069363233,37.43890997,23.90622773,139.119573,10.0.0.5,0
6043,192.168.240.42,57.4188903,2.020045641,0.794783309,88.82852175,-43.12022389,24.86057792,78.07544572,4.251655375,5,12.96689153,9.08245662,15.31217383,14.09372079,0.090954267,43.19072879,32.84250615,121.8513434,192.168.1.2,0
6044,192.168.83.216,88.94501659,5.351009224,0.792501478,43.48592172,-39.49166293,13.89449466,48.38382077,10.6211334,3,18.70004424,15.60797762,17.17453834,23.10376503,0.189218424,54.91052608,40.22722471,96.87898576,231.17.148.43,1
6045,192.168.170.229,46.23343352,1.459211807,0.895538649,90.0165025,-49.71837175,25.4422722,77.09890538,6.284067742,7,10.83110137,14.68791485,16.50417553,14.57526788,0.082935334,56.30083053,27.78686382,103.1880537,85.136.102.116,0
6046,192.168.232.203,54.7542419,3.434814777,0.937531109,46.3351462,-42.96987707,6.596034771,42.75390762,9.390322946,1,14.25520197,20.44948783,24.21472903,20.89570622,0.157493979,60.4531616,43.53668662,76.01582712,192.168.1.1,1
6047,192.168.39.28,47.74938731,1.66450397,1.298353158,124.8578874,-51.97073836,18.57050083,88.29739348,6.487835604,5,10.58700498,5.572022488,16.5505876,12.76363654,0.127868539,44.68226412,26.5432535,112.211715,22.96.74.234,0
6048,192.168.121.178,62.76928068,2.782791346,1.136382674,116.3396596,-50.73587112,17.98828434,78.36654279,5.309570494,2,7.660829304,9.512938397,12.89288861,14.77344337,0.10996871,37.49041094,35.80843175,118.1285222,192.168.1.2,0
6049,192.168.56.61,44.56038168,2.582411987,0.806273255,113.1347717,-49.84686437,28.53292141,91.43103365,4.592011066,5,5.868445563,12.43242184,19.31994283,13.87716537,0.101513313,36.1665306,24.84865622,118.8044919,31.133.188.74,0
6050,192.168.239.9,43.99255248,2.306805932,0.841101136,94.28134549,-60.50363016,25.05090872,88.54415409,3.42188072,3,12.89295427,8.140111392,14.93708658,13.793289,0.090662852,45.73983717,30.7138182,88.21177841,118.114.175.250,0
6051,192.168.141.31,48.75645012,1.814921301,1.089976638,98.95874682,-51.73719129,23.81121964,92.24763491,5.079318526,4,10.93367562,12.6026867,12.66224891,13.77500031,0.103188697,38.92705003,19.34263596,73.67318373,21.5.144.198,0
6052,192.168.153.148,47.61848794,1.469065092,1.193842773,113.8084069,-38.94301242,22.88672418,73.44961961,4.032839204,5,7.970993711,11.91196457,17.10337131,15.64542765,0.101118892,38.39561523,35.75586665,94.66122206,64.218.19.12,0
6053,192.168.176.198,50.73833736,2.561208004,0.982447341,142.0388801,-54.78423011,28.11088587,61.12790097,5.589456595,3,11.13167318,11.46185722,15.14849063,11.17972696,0.085048573,56.60666829,30.23984534,93.21504453,44.127.202.97,0
6054,192.168.177.43,48.54871691,1.038530771,1.098879216,116.5434194,-44.04862416,28.75911152,79.18612388,4.623982041,6,8.780082647,8.676804311,18.15653461,20.73471387,0.104133952,28.94725553,33.9747155,90.04033164,15.254.3.216,0
6055,192.168.201.87,56.94492077,2.267950841,0.832578124,120.9335303,-58.58983528,24.19200048,76.7510056,5.153450698,1,6.020550402,13.43612573,15.07176937,11.1048125,0.076993449,35.74355919,15.8057641,122.0891898,58.158.3.167,0
6056,192.168.126.2,50.55475622,2.124223096,1.084327023,119.0418004,-53.57350863,16.56672627,82.7658462,4.673313433,5,10.47236049,10.26520463,16.10958002,12.91015203,0.125945783,45.49158307,30.88960655,133.8106889,10.0.0.5,0
